title;chapter;section;number;details;detailsAlgolia;topics
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO X – PUBLICIDADE DO FIDC;;157;Art. 31. Cabe à Diretoria regulamentar as regras e procedimentos a serem adotados pela Instituições Participantes referentes à publicidade do FIDC.;Art. 31. Cabe à Diretoria regulamentar as regras e procedimentos a serem adotados pela Instituições Participantes referentes à publicidade do FIDC.;FIDC/Publicidade/Diretoria
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO XI – DISPOSIÇÕES FINAIS;;158;Art. 32. O FIDC possui regras específicas a serem observadas pelas Instituições Participantes no exercício da atividade de custódia para o FIDC, que estão previstas no Código de Serviços Qualificados, disponível no site da Associação na internet. ;Art. 32. O FIDC possui regras específicas a serem observadas pelas Instituições Participantes no exercício da atividade de custódia para o FIDC, que estão previstas no Código de Serviços Qualificados, disponível no site da Associação na internet. ;FIDC/Regras
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO XI – DISPOSIÇÕES FINAIS;;159;Art. 33. As Instituições Participantes estão sujeitas a todas as deliberações e regras e procedimentos, publicados pela ANBIMA referentes à atividade de Administração de Recursos de Terceiros.;Art. 33. As Instituições Participantes estão sujeitas a todas as deliberações e regras e procedimentos, publicados pela ANBIMA referentes à atividade de Administração de Recursos de Terceiros.;FIDC/Regras/Procedimento
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO XI – DISPOSIÇÕES FINAIS;;160;Art. 34. Todos os documentos escritos exigidos por este anexo devem ser disponibilizados no sistema da ANBIMA na internet (“SSM”) a partir de sua entrada em vigor e, caso haja alterações, devem ser atualizados em até 15 (quinze) dias corridos da data de sua alteração. <br><br>§1º.. Sem prejuízo do disposto no caput, todas as demais regras, procedimentos, controles e obrigações estabelecidas devem ser passíveis de verificação e ser enviados para a ANBIMA sempre que solicitados. <br><br>§2º. Não se aplica o disposto no caput aos contratos estabelecidos com os investidores. ;Art. 34. Todos os documentos escritos exigidos por este anexo devem ser disponibilizados no sistema da ANBIMA na internet (“SSM”) a partir de sua entrada em vigor e, caso haja alterações, devem ser atualizados em até 15 (quinze) dias corridos da data de sua alteração.   §1º.. Sem prejuízo do disposto no caput, todas as demais regras, procedimentos, controles e obrigações estabelecidas devem ser passíveis de verificação e ser enviados para a ANBIMA sempre que solicitados.   §2º. Não se aplica o disposto no caput aos contratos estabelecidos com os investidores. ;FIDC/Regras/Procedimento/Documento
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO XI – DISPOSIÇÕES FINAIS;;161;Art. 35. Este anexo entrará em vigor em 20 de julho de 2020. ;Art. 35. Este anexo entrará em vigor em 20 de julho de 2020. ;FIDC/Vigor
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO I – OBJETIVO E ABRANGÊNCIA;;162;Art. 1º. O presente anexo se aplica, em adição às regras do Código, aos FII. <br><br>Parágrafo único. Em caso de eventual divergência entre as disposições deste anexo e do Código, prevalecem as disposições deste anexo.;Art. 1º. O presente anexo se aplica, em adição às regras do Código, aos FII.   Parágrafo único. Em caso de eventual divergência entre as disposições deste anexo e do Código, prevalecem as disposições deste anexo.;FII/Objetivo
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO II – ADMINISTRAÇÃO FIDUCIÁRIA DO FII;Seção I – Regras Gerais;163;Art. 2º. O Administrador Fiduciário é o responsável pela administração e gestão dos Ativos Imobiliários do FII, podendo contratar o Gestor de Recursos para esta atividade. <br><br>§1º. A contratação de que trata o caput deve ser realizada nos termos do capítulo VI do Código, quando aplicável. <br><br>§2º. O Gestor de Recursos, ao ser contratado, assume, para a autorregulação da ANBIMA, a responsabilidade integral pela gestão dos Ativos Imobiliários, cabendo ao Administrador Fiduciário a supervisão de suas atividades.;Art. 2º. O Administrador Fiduciário é o responsável pela administração e gestão dos Ativos Imobiliários do FII, podendo contratar o Gestor de Recursos para esta atividade.   §1º. A contratação de que trata o caput deve ser realizada nos termos do capítulo VI do Código, quando aplicável.   §2º. O Gestor de Recursos, ao ser contratado, assume, para a autorregulação da ANBIMA, a responsabilidade integral pela gestão dos Ativos Imobiliários, cabendo ao Administrador Fiduciário a supervisão de suas atividades.;FII/Administrador/Obrigações
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO II – ADMINISTRAÇÃO FIDUCIÁRIA DO FII;Seção II – Consultoria Especializada;164;"Art. 3º. O Administrador Fiduciário pode contratar, em nome do FII, consultoria especializada, que objetive dar suporte e subsidiar o Administrador Fiduciário e, se for o caso, o Gestor de Recursos, em suas atividades de análise, seleção e avaliação dos Ativos Imobiliários e demais ativos integrantes ou que possam vir a integrar a carteira do FII. <br><br>Parágrafo único. A consultoria especializada pode, entre outras funções: <br>I. Analisar, selecionar, avaliar e acompanhar, de acordo com a política de investimento e regulamento do FII, Ativos Imobiliários integrantes ou que possam vir a integrar a carteira do FII; <br>II. Participar de negociações e propor negócios ao FII, observado seu regulamento e sua política de investimentos; <br>III. Administrar as locações ou arrendamentos de empreendimentos integrantes do patrimônio do FII e a exploração do direito de superfície; e <br>IV. Monitorar, acompanhar projetos e comercialização dos respectivos imóveis, e consolidar dados econômicos e financeiros selecionados das companhias investidas para fins de monitoramento.";"Art. 3º. O Administrador Fiduciário pode contratar, em nome do FII, consultoria especializada, que objetive dar suporte e subsidiar o Administrador Fiduciário e, se for o caso, o Gestor de Recursos, em suas atividades de análise, seleção e avaliação dos Ativos Imobiliários e demais ativos integrantes ou que possam vir a integrar a carteira do FII.   Parágrafo único. A consultoria especializada pode, entre outras funções:  I. Analisar, selecionar, avaliar e acompanhar, de acordo com a política de investimento e regulamento do FII, Ativos Imobiliários integrantes ou que possam vir a integrar a carteira do FII;  II. Participar de negociações e propor negócios ao FII, observado seu regulamento e sua política de investimentos;  III. Administrar as locações ou arrendamentos de empreendimentos integrantes do patrimônio do FII e a exploração do direito de superfície; e  IV. Monitorar, acompanhar projetos e comercialização dos respectivos imóveis, e consolidar dados econômicos e financeiros selecionados das companhias investidas para fins de monitoramento.";FII/Administrador/Consultoria
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO III – REGISTRO DO FII ;;165;"Art. 4º. O Administrador Fiduciário deve registrar na ANBIMA os FII, as classes e séries de cotas do FII, bem como suas novas emissões no prazo máximo de 15 (quinze) dias corridos, contados da: <br><br>I. Data do encerramento da oferta pública; ou <br>II. Data do comunicado de encerramento da oferta pública distribuída com esforços restritos, nos termos da Regulação vigente, ou, a partir do sexto mês, contado após a data de início da oferta pública com esforços restritos, o que acontecer primeiro; ou <br>III. Da data da primeira integralização de cotas para os FII com dispensa de registro da oferta pública. <br><br>§1º. O Administrador Fiduciário que se associar à ANBIMA ou aderir a este Código e que possua FII sob sua administração terá o prazo de 15 (quinze) dias corridos, contados da data da associação ou adesão, para realizar o registro do FII e de suas respectivas classes. <br><br>§2º. O registro, de que trata o caput, deve ser feito de acordo com o Manual ANBIMA para Cadastro de Fundos, disponibilizado no site da Associação na internet. <br><br>§3º. Caso o Administrador Fiduciário não seja Associado à ANBIMA ou Aderente a este Código, o Gestor de Recursos será o responsável pelo envio das informações deste artigo. ";"Art. 4º. O Administrador Fiduciário deve registrar na ANBIMA os FII, as classes e séries de cotas do FII, bem como suas novas emissões no prazo máximo de 15 (quinze) dias corridos, contados da:   I. Data do encerramento da oferta pública; ou  II. Data do comunicado de encerramento da oferta pública distribuída com esforços restritos, nos termos da Regulação vigente, ou, a partir do sexto mês, contado após a data de início da oferta pública com esforços restritos, o que acontecer primeiro; ou  III. Da data da primeira integralização de cotas para os FII com dispensa de registro da oferta pública.   §1º. O Administrador Fiduciário que se associar à ANBIMA ou aderir a este Código e que possua FII sob sua administração terá o prazo de 15 (quinze) dias corridos, contados da data da associação ou adesão, para realizar o registro do FII e de suas respectivas classes.   §2º. O registro, de que trata o caput, deve ser feito de acordo com o Manual ANBIMA para Cadastro de Fundos, disponibilizado no site da Associação na internet.   §3º. Caso o Administrador Fiduciário não seja Associado à ANBIMA ou Aderente a este Código, o Gestor de Recursos será o responsável pelo envio das informações deste artigo. ";FII/Registro/Administrador
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO III – REGISTRO DO FII ;;166;"Art. 5º. Para o registro dos FII e das ofertas públicas de cotas dos FII na ANBIMA, deve ser encaminhado pedido específico acompanhado dos seguintes documentos: <br><br>I. Prospecto da oferta de cotas de FII, se aplicável; <br>II. Regulamento do FII; <br>III. Contrato de distribuição ou contrato de intermediação, conforme o caso, acompanhado dos termos de adesão e/ou instrumento(s) de subcontratação de colocação de ativos; <br>IV. Comprovante de pagamento da taxa de registro na ANBIMA; <br>V. Formulário de cadastro; <br>VI. Protocolo do pedido de registro de funcionamento do FII no Sistema de Gestão de Fundos Estruturados da Comissão de Valores Mobiliários; <br>VII. Ofício emitido pela Comissão de Valores Mobiliários referente à concessão de registro da oferta; <br>VIII. Minuta de boletim de subscrição e minuta do termo de compromisso, se aplicável; <br>IX. Material Publicitário aprovado pela Comissão de Valores Mobiliários, se aplicável; <br>X. Aviso ao mercado, se houver; <br>XI. Cópia do anúncio ou comunicado de início de distribuição de cotas; <br>XII. Cópia do anúncio ou comunicado de encerramento de distribuição de cotas; <br>XIII. Informação sobre a existência de parecer legal emitido pelos assessores legais da oferta pública acerca da realização do procedimento de diligência legal, quando aplicável; <br>XIV. Contrato de formador de mercado, se houver; e <br>XV. Demais documentos complementares, caso sejam necessários para o perfeito entendimento da estrutura da operação e das características do FII pela Supervisão de Mercados. <br><br>§1º. A Supervisão de Mercados, a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros podem solicitar à Instituição Participante alterações no conteúdo dos documentos de registro visando a melhor adequação às disposições do presente Código, devendo ser enviadas as versões atualizadas destes documentos à ANBIMA em até 15 (quinze) dias corridos contados da data de solicitação, caso as alterações não dependam de assembleia. <br><br>§2º. Caso haja necessidade de assembleia, nos termos do parágrafo 1º acima, esta deve ser convocada em até 15 (quinze) dias corridos contados do envio da referida notificação com o envio das alterações solicitadas à ANBIMA em até 15 (quinze) dias corridos contados de sua aprovação em assembleia. <br><br>§3º. Ao submeter para análise da ANBIMA os registros e as alterações do FII, podem ser solicitadas correções em seu conteúdo visando a melhor adequação da base de dados, devendo estas correções ser devolvidas para reanálise da ANBIMA em até 15 (quinze) dias corridos contados da data da solicitação. <br><br>§4º. Qualquer alteração das características do FII que resulte em mudança nas informações contidas nos documentos de registro torna obrigatório o envio de versão atualizada à ANBIMA em até 15 (quinze) dias corridos contados da data do protocolo junto à Comissão de Valores Mobiliários. <br><br>§5º. A Supervisão de Mercados, a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros podem solicitar às Instituições Participantes informações adicionais para o registro, as quais devem ser disponibilizadas dentro do prazo de 15 (quinze) dias corridos contados da data de solicitação, prorrogáveis uma única vez por igual período. <br><br>§6º. O encerramento do FII deve ser comunicado à ANBIMA em até 20 (vinte) dias corridos contados da data do protocolo de pedido de encerramento junto à Comissão de Valores Mobiliários. <br><br>§7º. Na ausência ou inaplicabilidade de algum dos documentos exigidos no caput, o Administrador Fiduciário deve esclarecer para a ANBIMA, no pedido de registro, o motivo da ausência ou inaplicabilidade, conforme o caso. <br><br>§8º. Os prazos de 15 (quinze) dias previstos neste artigo não isentam as Instituições Participantes das multas estabelecidas nas regras e procedimentos ANBIMA de envio de informações para a base de dados de que trata o capítulo XII deste Código, disponível no site da Associação na internet. ";"Art. 5º. Para o registro dos FII e das ofertas públicas de cotas dos FII na ANBIMA, deve ser encaminhado pedido específico acompanhado dos seguintes documentos:   I. Prospecto da oferta de cotas de FII, se aplicável;  II. Regulamento do FII;  III. Contrato de distribuição ou contrato de intermediação, conforme o caso, acompanhado dos termos de adesão e/ou instrumento(s) de subcontratação de colocação de ativos;  IV. Comprovante de pagamento da taxa de registro na ANBIMA;  V. Formulário de cadastro;  VI. Protocolo do pedido de registro de funcionamento do FII no Sistema de Gestão de Fundos Estruturados da Comissão de Valores Mobiliários;  VII. Ofício emitido pela Comissão de Valores Mobiliários referente à concessão de registro da oferta;  VIII. Minuta de boletim de subscrição e minuta do termo de compromisso, se aplicável;  IX. Material Publicitário aprovado pela Comissão de Valores Mobiliários, se aplicável;  X. Aviso ao mercado, se houver;  XI. Cópia do anúncio ou comunicado de início de distribuição de cotas;  XII. Cópia do anúncio ou comunicado de encerramento de distribuição de cotas;  XIII. Informação sobre a existência de parecer legal emitido pelos assessores legais da oferta pública acerca da realização do procedimento de diligência legal, quando aplicável;  XIV. Contrato de formador de mercado, se houver; e  XV. Demais documentos complementares, caso sejam necessários para o perfeito entendimento da estrutura da operação e das características do FII pela Supervisão de Mercados.   §1º. A Supervisão de Mercados, a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros podem solicitar à Instituição Participante alterações no conteúdo dos documentos de registro visando a melhor adequação às disposições do presente Código, devendo ser enviadas as versões atualizadas destes documentos à ANBIMA em até 15 (quinze) dias corridos contados da data de solicitação, caso as alterações não dependam de assembleia.   §2º. Caso haja necessidade de assembleia, nos termos do parágrafo 1º acima, esta deve ser convocada em até 15 (quinze) dias corridos contados do envio da referida notificação com o envio das alterações solicitadas à ANBIMA em até 15 (quinze) dias corridos contados de sua aprovação em assembleia.   §3º. Ao submeter para análise da ANBIMA os registros e as alterações do FII, podem ser solicitadas correções em seu conteúdo visando a melhor adequação da base de dados, devendo estas correções ser devolvidas para reanálise da ANBIMA em até 15 (quinze) dias corridos contados da data da solicitação.   §4º. Qualquer alteração das características do FII que resulte em mudança nas informações contidas nos documentos de registro torna obrigatório o envio de versão atualizada à ANBIMA em até 15 (quinze) dias corridos contados da data do protocolo junto à Comissão de Valores Mobiliários.   §5º. A Supervisão de Mercados, a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros podem solicitar às Instituições Participantes informações adicionais para o registro, as quais devem ser disponibilizadas dentro do prazo de 15 (quinze) dias corridos contados da data de solicitação, prorrogáveis uma única vez por igual período.   §6º. O encerramento do FII deve ser comunicado à ANBIMA em até 20 (vinte) dias corridos contados da data do protocolo de pedido de encerramento junto à Comissão de Valores Mobiliários.   §7º. Na ausência ou inaplicabilidade de algum dos documentos exigidos no caput, o Administrador Fiduciário deve esclarecer para a ANBIMA, no pedido de registro, o motivo da ausência ou inaplicabilidade, conforme o caso.   §8º. Os prazos de 15 (quinze) dias previstos neste artigo não isentam as Instituições Participantes das multas estabelecidas nas regras e procedimentos ANBIMA de envio de informações para a base de dados de que trata o capítulo XII deste Código, disponível no site da Associação na internet. ";FII/Registro/Ofertas públicas
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO III – REGISTRO DO FII ;;167;Art. 6º. O registro na ANBIMA do FII, classes e séries de cotas do FII e suas novas emissões implica o pagamento de taxa de registro com os valores e frequência determinados pela Diretoria. <br><br>Parágrafo único. As ofertas públicas regidas pela ICVM 400, e suas alterações posteriores, recebidas por meio do convênio firmado entre a ANBIMA e a Comissão de Valores Mobiliários estão dispensadas do pagamento da taxa de registro de que trata o caput.;Art. 6º. O registro na ANBIMA do FII, classes e séries de cotas do FII e suas novas emissões implica o pagamento de taxa de registro com os valores e frequência determinados pela Diretoria.   Parágrafo único. As ofertas públicas regidas pela ICVM 400, e suas alterações posteriores, recebidas por meio do convênio firmado entre a ANBIMA e a Comissão de Valores Mobiliários estão dispensadas do pagamento da taxa de registro de que trata o caput.;FII/Registro/Ofertas públicas
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO III – REGISTRO DO FII ;;168;Art. 7º. Os prazos previstos neste capítulo podem ser prorrogados, desde que em situações excepcionais, devidamente justificadas, e consultados a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros.;Art. 7º. Os prazos previstos neste capítulo podem ser prorrogados, desde que em situações excepcionais, devidamente justificadas, e consultados a Comissão de Acompanhamento e o Conselho de Recursos de Terceiros.;FII/Registro/Ofertas públicas/Prazos
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO III – REGISTRO DO FII ;;169;Art. 8º. Até o momento de registro do FII e das ofertas públicas de cotas do FII o Administrador Fiduciário pode solicitar à ANBIMA a dispensa de alguns dos requisitos e exigências obrigatórias constantes deste Código com a manutenção da autorização para o uso do selo ANBIMA. <br><br>§1º. O Conselho de Recursos de Terceirospode delegar à Comissão de Acompanhamento a análise prévia dos pedidos de dispensa de que trata o caput. <br><br>§2º. O Conselho de Recursos de Terceirosavaliará, na reunião presencial subsequente, a partir da data da solicitação, a análise do pedido de dispensa, sendo que, após este prazo, sem qualquer manifestação da ANBIMA, a dispensa considerar-se-á autorizada nos termos solicitados.;Art. 8º. Até o momento de registro do FII e das ofertas públicas de cotas do FII o Administrador Fiduciário pode solicitar à ANBIMA a dispensa de alguns dos requisitos e exigências obrigatórias constantes deste Código com a manutenção da autorização para o uso do selo ANBIMA.   §1º. O Conselho de Recursos de Terceirospode delegar à Comissão de Acompanhamento a análise prévia dos pedidos de dispensa de que trata o caput.   §2º. O Conselho de Recursos de Terceirosavaliará, na reunião presencial subsequente, a partir da data da solicitação, a análise do pedido de dispensa, sendo que, após este prazo, sem qualquer manifestação da ANBIMA, a dispensa considerar-se-á autorizada nos termos solicitados.;FII/Registro/Ofertas públicas
Código Adm. Rec. de Terceiros -  ANBIMA (2020);CAPÍTULO IV – PROSPECTO DO FII;;170;"Art. 9º. A. O prospecto é elaborado pelo Administrador Fiduciário e deve conter as principais características do FII, dentre as quais as informações relevantes aos investidores sobre políticas de investimento, taxas e riscos envolvidos, bem como seus direitos e responsabilidades. §1º. O prospecto de que trata o caput deve conter, no mínimo: I. Denominação do FII; II. Base legal; III. Prazo de duração; IV. Identificação dos prestadores de serviços; V. Política de divulgação de informações; VI. Público-alvo; VII. Objetivo e política de investimento: descrever a política de investimento que será adotada pelo FII contendo, no mínimo: a. Forma como o FII pretende atingir o seu objetivo de investimento, identificando a classificação ANBIMA do FII e o tipo de gestão, conforme regras e procedimentos ANBIMA para classificação de FII; b. Se o FII for de gestão ativa, mencionar a especificação do grau de liberdade para alienação e aquisição dos ativos que o Administrador Fiduciário ou Gestor de Recursos, quando houver, se reserva no cumprimento da política de investimento, indicando a natureza das operações que fica autorizado a realizar independentemente de prévia autorização dos investidores; c. Os tipos de ativos que poderão compor o patrimônio do FII e os requisitos de diversificação de investimentos; d. A possibilidade de o FII contratar operações com derivativos para fins de proteção patrimonial, cuja exposição seja sempre, no máximo, o valor do patrimônio líquido do FII, caso autorizada no regulamento; e e. A possibilidade de aquisição de imóveis gravados com ônus reais. VIII. Política de concentração de investimento, quando aplicável: descrever os requisitos de diversificação de investimentos e as políticas de seleção e alocação dos ativos-alvo; IX. Política de amortização e de distribuição de resultados, quando aplicável: informar os prazos e condições de pagamento; X. Descrição das cotas: descrever as diferentes classes de cotas, quando for o caso, com a descrição dos direitos de cada uma delas; XI. Negociação das cotas: descrever as condições e o mercado em que as cotas poderão ser negociadas e, no caso de novas ofertas de cotas, quando aplicável, incluir histórico de negociação das cotas em mercados regulamentados, identificando, se houver: a. Cotação mínima, média e máxima de cada ano, nos últimos 5 (cinco) anos; b. Cotação mínima, média e máxima de cada trimestre, nos últimos 2 (dois) anos; e c. Cotação mínima, média e máxima de cada mês, nos últimos 6 (seis) meses; XII. Regras de subscrição e integralização de cotas: indicar os procedimentos de subscrição e integralização nas ofertas; XIII. Principais características da oferta: descrever as principais características da oferta, em especial as informações sobre prazos, quantidade de cotas ofertadas, incluindo a possibilidade ou não de futuras emissões, existência de direito de preferência, divisão em séries e, se for o caso, valor mínimo de investimentos; XIV. Relacionamento: incluir informações, de forma consolidada, sobre relacionamento entre o FII e seus prestadores de serviços e, caso o FII possua identificação dos ativos-alvo na data da oferta pública, incluir informações de forma consolidada sobre relacionamento entre os ativos-alvo e o Administrador Fiduciário, o Gestor de Recursos e/ou consultoria especializada, se houver; XV. Indicação de potenciais conflitos de interesse: explicitar potenciais conflitos de interesse decorrentes dos relacionamentos identificados no inciso acima, assim como os mecanismos adotados para eliminá-los ou mitigá-los; XVI. Estudo de viabilidade: apresentar o estudo de viabilidade efetuado para a oferta pública do FII demonstrando expectativa de retorno do investimento, com exposição clara e objetiva das premissas adotadas; XVII. Laudo de avaliação: apresentar o laudo de avaliação quando houver definição específica dos ativos-alvo que integrarão a carteira do FII; ";"Art. 9º. A. O prospecto é elaborado pelo Administrador Fiduciário e deve conter as principais características do FII, dentre as quais as informações relevantes aos investidores sobre políticas de investimento, taxas e riscos envolvidos, bem como seus direitos e responsabilidades. §1º. O prospecto de que trata o caput deve conter, no mínimo: I. Denominação do FII; II. Base legal; III. Prazo de duração; IV. Identificação dos prestadores de serviços; V. Política de divulgação de informações; VI. Público-alvo; VII. Objetivo e política de investimento: descrever a política de investimento que será adotada pelo FII contendo, no mínimo: a. Forma como o FII pretende atingir o seu objetivo de investimento, identificando a classificação ANBIMA do FII e o tipo de gestão, conforme regras e procedimentos ANBIMA para classificação de FII; b. Se o FII for de gestão ativa, mencionar a especificação do grau de liberdade para alienação e aquisição dos ativos que o Administrador Fiduciário ou Gestor de Recursos, quando houver, se reserva no cumprimento da política de investimento, indicando a natureza das operações que fica autorizado a realizar independentemente de prévia autorização dos investidores; c. Os tipos de ativos que poderão compor o patrimônio do FII e os requisitos de diversificação de investimentos; d. A possibilidade de o FII contratar operações com derivativos para fins de proteção patrimonial, cuja exposição seja sempre, no máximo, o valor do patrimônio líquido do FII, caso autorizada no regulamento; e e. A possibilidade de aquisição de imóveis gravados com ônus reais. VIII. Política de concentração de investimento, quando aplicável: descrever os requisitos de diversificação de investimentos e as políticas de seleção e alocação dos ativos-alvo; IX. Política de amortização e de distribuição de resultados, quando aplicável: informar os prazos e condições de pagamento; X. Descrição das cotas: descrever as diferentes classes de cotas, quando for o caso, com a descrição dos direitos de cada uma delas; XI. Negociação das cotas: descrever as condições e o mercado em que as cotas poderão ser negociadas e, no caso de novas ofertas de cotas, quando aplicável, incluir histórico de negociação das cotas em mercados regulamentados, identificando, se houver: a. Cotação mínima, média e máxima de cada ano, nos últimos 5 (cinco) anos; b. Cotação mínima, média e máxima de cada trimestre, nos últimos 2 (dois) anos; e c. Cotação mínima, média e máxima de cada mês, nos últimos 6 (seis) meses; XII. Regras de subscrição e integralização de cotas: indicar os procedimentos de subscrição e integralização nas ofertas; XIII. Principais características da oferta: descrever as principais características da oferta, em especial as informações sobre prazos, quantidade de cotas ofertadas, incluindo a possibilidade ou não de futuras emissões, existência de direito de preferência, divisão em séries e, se for o caso, valor mínimo de investimentos; XIV. Relacionamento: incluir informações, de forma consolidada, sobre relacionamento entre o FII e seus prestadores de serviços e, caso o FII possua identificação dos ativos-alvo na data da oferta pública, incluir informações de forma consolidada sobre relacionamento entre os ativos-alvo e o Administrador Fiduciário, o Gestor de Recursos e/ou consultoria especializada, se houver; XV. Indicação de potenciais conflitos de interesse: explicitar potenciais conflitos de interesse decorrentes dos relacionamentos identificados no inciso acima, assim como os mecanismos adotados para eliminá-los ou mitigá-los; XVI. Estudo de viabilidade: apresentar o estudo de viabilidade efetuado para a oferta pública do FII demonstrando expectativa de retorno do investimento, com exposição clara e objetiva das premissas adotadas; XVII. Laudo de avaliação: apresentar o laudo de avaliação quando houver definição específica dos ativos-alvo que integrarão a carteira do FII; ";FII/Prospecto/Administrador/Obrigações
